,hour,Ein,Eout,lbmp,charge_state,time_stamp
0,0,0.0,15.6091108541422,33.6,100.0,2017-01-01 00:00:00
1,1,0.0,0.0,32.05,83.0695421813438,2017-01-01 01:00:00
2,2,0.0,0.0,29.23,83.0695421813438,2017-01-01 02:00:00
3,3,26.8288887377307,0.0,25.02,83.0695421813438,2017-01-01 03:00:00
4,4,0.0,0.0,26.94,107.804555427071,2017-01-01 04:00:00
5,5,0.0,0.0,25.62,107.804555427071,2017-01-01 05:00:00
6,6,100.0,0.0,24.03,107.804555427071,2017-01-01 06:00:00
7,7,0.0,0.0,27.36,200.0,2017-01-01 07:00:00
8,8,0.0,0.0,30.58,200.0,2017-01-01 08:00:00
9,9,0.0,0.0,35.4,200.0,2017-01-01 09:00:00
10,10,0.0,0.0,31.5,200.0,2017-01-01 10:00:00
11,11,0.0,0.0,30.45,200.0,2017-01-01 11:00:00
12,12,0.0,0.0,31.78,200.0,2017-01-01 12:00:00
13,13,-0.0,0.0,29.96,200.0,2017-01-01 13:00:00
14,14,0.0,0.0,30.08,200.0,2017-01-01 14:00:00
15,15,0.0,0.0,30.09,200.0,2017-01-01 15:00:00
16,16,0.0,0.0,35.3,200.0,2017-01-01 16:00:00
17,17,0.0,100.0,45.54,200.0,2017-01-01 17:00:00
18,18,0.0,84.3908891458578,40.93,91.5347710906719,2017-01-01 18:00:00
19,19,0.0,0.0,39.6,0.0,2017-01-01 19:00:00
20,20,0.0,0.0,37.35,0.0,2017-01-01 20:00:00
21,21,0.0,0.0,35.54,0.0,2017-01-01 21:00:00
22,22,0.0,0.0,31.84,0.0,2017-01-01 22:00:00
23,23,100.0,0.0,29.81,0.0,2017-01-01 23:00:00
24,24,0.0,0.0,36.16,92.1954445729289,2017-01-02 00:00:00
25,25,0.0,0.0,35.07,92.1954445729289,2017-01-02 01:00:00
26,26,0.0,0.0,30.14,92.1954445729289,2017-01-02 02:00:00
27,27,100.0,0.0,27.35,92.1954445729289,2017-01-02 03:00:00
28,28,0.0,0.0,29.9,184.390889145858,2017-01-02 04:00:00
29,29,16.9304578186562,0.0,29.9,184.390889145858,2017-01-02 05:00:00
30,30,-0.0,0.0,32.03,200.0,2017-01-02 06:00:00
31,31,0.0,0.0,35.55,200.0,2017-01-02 07:00:00
32,32,0.0,0.0,38.98,200.0,2017-01-02 08:00:00
33,33,0.0,15.6091108541422,43.58,200.0,2017-01-02 09:00:00
34,34,0.0,0.0,39.17,183.069542181344,2017-01-02 10:00:00
35,35,0.0,0.0,39.42,183.069542181344,2017-01-02 11:00:00
36,36,0.0,0.0,39.52,183.069542181344,2017-01-02 12:00:00
37,37,0.0,0.0,37.79,183.069542181344,2017-01-02 13:00:00
38,38,18.3636598284026,0.0,36.07,183.069542181344,2017-01-02 14:00:00
39,39,-0.0,0.0,36.99,200.0,2017-01-02 15:00:00
40,40,0.0,0.0,43.85,200.0,2017-01-02 16:00:00
41,41,0.0,100.0,56.59,200.0,2017-01-02 17:00:00
42,42,0.0,84.3908891458578,49.95,91.5347710906719,2017-01-02 18:00:00
43,43,0.0,0.0,45.8,0.0,2017-01-02 19:00:00
44,44,0.0,0.0,40.32,0.0,2017-01-02 20:00:00
45,45,-0.0,0.0,36.87,0.0,2017-01-02 21:00:00
46,46,-0.0,0.0,32.42,0.0,2017-01-02 22:00:00
47,47,-0.0,0.0,28.66,0.0,2017-01-02 23:00:00
48,48,0.0,0.0,30.7,0.0,2017-01-03 00:00:00
49,49,0.0,0.0,29.6,0.0,2017-01-03 01:00:00
50,50,100.0,0.0,27.59,0.0,2017-01-03 02:00:00
51,51,100.0,0.0,27.47,92.1954445729289,2017-01-03 03:00:00
52,52,16.9304578186562,0.0,28.4,184.390889145858,2017-01-03 04:00:00
53,53,0.0,0.0,29.55,200.0,2017-01-03 05:00:00
54,54,0.0,0.0,35.64,200.0,2017-01-03 06:00:00
55,55,0.0,0.0,41.44,200.0,2017-01-03 07:00:00
56,56,0.0,0.0,44.39,200.0,2017-01-03 08:00:00
57,57,0.0,15.6091108541422,47.95,200.0,2017-01-03 09:00:00
58,58,0.0,0.0,43.12,183.069542181344,2017-01-03 10:00:00
59,59,0.0,0.0,43.01,183.069542181344,2017-01-03 11:00:00
60,60,0.0,0.0,40.34,183.069542181344,2017-01-03 12:00:00
61,61,0.0,0.0,40.0,183.069542181344,2017-01-03 13:00:00
62,62,18.3636598284026,0.0,39.5,183.069542181344,2017-01-03 14:00:00
63,63,0.0,0.0,41.67,200.0,2017-01-03 15:00:00
64,64,0.0,0.0,47.85,200.0,2017-01-03 16:00:00
65,65,0.0,100.0,54.25,200.0,2017-01-03 17:00:00
66,66,0.0,84.3908891458578,48.78,91.5347710906719,2017-01-03 18:00:00
67,67,0.0,0.0,45.65,0.0,2017-01-03 19:00:00
68,68,-0.0,0.0,39.92,0.0,2017-01-03 20:00:00
69,69,-0.0,0.0,36.9,0.0,2017-01-03 21:00:00
70,70,-0.0,0.0,32.72,0.0,2017-01-03 22:00:00
71,71,-0.0,0.0,28.82,0.0,2017-01-03 23:00:00
72,72,0.0,0.0,31.35,0.0,2017-01-04 00:00:00
73,73,16.9304578186562,0.0,28.74,0.0,2017-01-04 01:00:00
74,74,100.0,0.0,28.4,15.6091108541422,2017-01-04 02:00:00
75,75,100.0,0.0,28.4,107.804555427071,2017-01-04 03:00:00
76,76,-0.0,0.0,29.12,200.0,2017-01-04 04:00:00
77,77,-0.0,0.0,30.0,200.0,2017-01-04 05:00:00
78,78,0.0,0.0,37.19,200.0,2017-01-04 06:00:00
79,79,0.0,0.0,42.86,200.0,2017-01-04 07:00:00
80,80,0.0,0.0,43.5,200.0,2017-01-04 08:00:00
81,81,0.0,0.0,46.36,200.0,2017-01-04 09:00:00
82,82,0.0,0.0,44.41,200.0,2017-01-04 10:00:00
83,83,0.0,0.0,43.66,200.0,2017-01-04 11:00:00
84,84,0.0,0.0,42.69,200.0,2017-01-04 12:00:00
85,85,0.0,0.0,41.71,200.0,2017-01-04 13:00:00
86,86,0.0,0.0,40.78,200.0,2017-01-04 14:00:00
87,87,0.0,0.0,43.14,200.0,2017-01-04 15:00:00
88,88,0.0,0.0,47.63,200.0,2017-01-04 16:00:00
89,89,0.0,100.0,54.73,200.0,2017-01-04 17:00:00
90,90,0.0,84.3908891458578,49.51,91.5347710906719,2017-01-04 18:00:00
91,91,0.0,0.0,48.17,0.0,2017-01-04 19:00:00
92,92,0.0,0.0,42.55,0.0,2017-01-04 20:00:00
93,93,-0.0,0.0,40.07,0.0,2017-01-04 21:00:00
94,94,-0.0,0.0,39.12,0.0,2017-01-04 22:00:00
95,95,16.9304578186562,0.0,30.77,0.0,2017-01-04 23:00:00
96,96,0.0,0.0,35.3,15.6091108541422,2017-01-05 00:00:00
97,97,0.0,0.0,33.08,15.6091108541422,2017-01-05 01:00:00
98,98,100.0,0.0,30.49,15.6091108541422,2017-01-05 02:00:00
99,99,100.0,0.0,30.38,107.804555427071,2017-01-05 03:00:00
100,100,0.0,0.0,31.72,200.0,2017-01-05 04:00:00
101,101,-0.0,0.0,33.17,200.0,2017-01-05 05:00:00
102,102,0.0,0.0,40.7,200.0,2017-01-05 06:00:00
103,103,0.0,0.0,47.12,200.0,2017-01-05 07:00:00
104,104,0.0,0.0,46.83,200.0,2017-01-05 08:00:00
105,105,0.0,0.0,48.66,200.0,2017-01-05 09:00:00
106,106,0.0,0.0,50.82,200.0,2017-01-05 10:00:00
107,107,0.0,0.0,49.43,200.0,2017-01-05 11:00:00
108,108,0.0,0.0,47.34,200.0,2017-01-05 12:00:00
109,109,0.0,0.0,45.75,200.0,2017-01-05 13:00:00
110,110,0.0,0.0,45.24,200.0,2017-01-05 14:00:00
111,111,0.0,0.0,45.51,200.0,2017-01-05 15:00:00
112,112,0.0,0.0,50.46,200.0,2017-01-05 16:00:00
113,113,0.0,100.0,61.25,200.0,2017-01-05 17:00:00
114,114,0.0,84.3908891458578,58.25,91.5347710906719,2017-01-05 18:00:00
115,115,0.0,0.0,53.14,0.0,2017-01-05 19:00:00
116,116,-0.0,0.0,48.24,0.0,2017-01-05 20:00:00
117,117,-0.0,0.0,45.48,0.0,2017-01-05 21:00:00
118,118,-0.0,0.0,42.11,0.0,2017-01-05 22:00:00
119,119,-0.0,0.0,39.26,0.0,2017-01-05 23:00:00
120,120,0.0,0.0,41.4,0.0,2017-01-06 00:00:00
121,121,0.0,0.0,40.49,0.0,2017-01-06 01:00:00
122,122,16.9304578186562,0.0,37.83,0.0,2017-01-06 02:00:00
123,123,100.0,0.0,37.03,15.6091108541422,2017-01-06 03:00:00
124,124,100.0,0.0,37.63,107.804555427071,2017-01-06 04:00:00
125,125,-0.0,0.0,38.02,200.0,2017-01-06 05:00:00
126,126,0.0,0.0,51.92,200.0,2017-01-06 06:00:00
127,127,0.0,0.0,59.99,200.0,2017-01-06 07:00:00
128,128,0.0,0.0,60.17,200.0,2017-01-06 08:00:00
129,129,0.0,0.0,62.62,200.0,2017-01-06 09:00:00
130,130,0.0,15.6091108541422,67.87,200.0,2017-01-06 10:00:00
131,131,0.0,0.0,64.09,183.069542181344,2017-01-06 11:00:00
132,132,0.0,0.0,61.58,183.069542181344,2017-01-06 12:00:00
133,133,0.0,0.0,59.3,183.069542181344,2017-01-06 13:00:00
134,134,0.0,0.0,57.02,183.069542181344,2017-01-06 14:00:00
135,135,18.3636598284026,0.0,56.31,183.069542181344,2017-01-06 15:00:00
136,136,0.0,0.0,63.37,200.0,2017-01-06 16:00:00
137,137,0.0,100.0,76.6,200.0,2017-01-06 17:00:00
138,138,0.0,84.3908891458578,76.0,91.5347710906719,2017-01-06 18:00:00
139,139,0.0,0.0,67.96,0.0,2017-01-06 19:00:00
140,140,0.0,0.0,62.63,0.0,2017-01-06 20:00:00
141,141,0.0,0.0,58.76,0.0,2017-01-06 21:00:00
142,142,0.0,0.0,57.79,0.0,2017-01-06 22:00:00
143,143,16.9304578186562,0.0,45.78,0.0,2017-01-06 23:00:00
144,144,0.0,0.0,54.77,15.6091108541422,2017-01-07 00:00:00
145,145,0.0,0.0,53.15,15.6091108541422,2017-01-07 01:00:00
146,146,0.0,0.0,46.62,15.6091108541422,2017-01-07 02:00:00
147,147,100.0,0.0,44.08,15.6091108541422,2017-01-07 03:00:00
148,148,100.0,0.0,44.74,107.804555427071,2017-01-07 04:00:00
149,149,-0.0,0.0,47.37,200.0,2017-01-07 05:00:00
150,150,0.0,0.0,52.5,200.0,2017-01-07 06:00:00
151,151,0.0,0.0,54.93,200.0,2017-01-07 07:00:00
152,152,0.0,0.0,59.67,200.0,2017-01-07 08:00:00
153,153,0.0,0.0,68.23,200.0,2017-01-07 09:00:00
154,154,0.0,15.6091108541422,73.0,200.0,2017-01-07 10:00:00
155,155,0.0,0.0,68.06,183.069542181344,2017-01-07 11:00:00
156,156,0.0,0.0,65.83,183.069542181344,2017-01-07 12:00:00
157,157,0.0,0.0,60.67,183.069542181344,2017-01-07 13:00:00
158,158,0.0,0.0,59.0,183.069542181344,2017-01-07 14:00:00
159,159,18.3636598284026,0.0,54.31,183.069542181344,2017-01-07 15:00:00
160,160,0.0,0.0,68.33,200.0,2017-01-07 16:00:00
161,161,0.0,100.0,84.42,200.0,2017-01-07 17:00:00
162,162,0.0,84.3908891458578,78.6,91.5347710906719,2017-01-07 18:00:00
163,163,0.0,0.0,72.5,0.0,2017-01-07 19:00:00
164,164,0.0,0.0,69.46,0.0,2017-01-07 20:00:00
165,165,0.0,0.0,67.26,0.0,2017-01-07 21:00:00
166,166,0.0,0.0,66.09,0.0,2017-01-07 22:00:00
167,167,-0.0,0.0,55.77,0.0,2017-01-07 23:00:00
168,168,0.0,0.0,56.61,0.0,2017-01-08 00:00:00
169,169,-0.0,0.0,54.96,0.0,2017-01-08 01:00:00
170,170,-0.0,0.0,53.75,0.0,2017-01-08 02:00:00
171,171,100.0,0.0,49.91,0.0,2017-01-08 03:00:00
172,172,16.9304578186562,0.0,49.92,92.1954445729289,2017-01-08 04:00:00
173,173,100.0,0.0,49.46,107.804555427071,2017-01-08 05:00:00
174,174,-0.0,0.0,53.84,200.0,2017-01-08 06:00:00
175,175,-0.0,0.0,55.92,200.0,2017-01-08 07:00:00
176,176,0.0,0.0,63.16,200.0,2017-01-08 08:00:00
177,177,0.0,0.0,73.77,200.0,2017-01-08 09:00:00
178,178,0.0,0.0,72.13,200.0,2017-01-08 10:00:00
179,179,0.0,0.0,70.56,200.0,2017-01-08 11:00:00
180,180,0.0,0.0,68.56,200.0,2017-01-08 12:00:00
181,181,0.0,0.0,65.21,200.0,2017-01-08 13:00:00
182,182,0.0,0.0,63.39,200.0,2017-01-08 14:00:00
183,183,0.0,0.0,64.9,200.0,2017-01-08 15:00:00
184,184,0.0,0.0,80.49,200.0,2017-01-08 16:00:00
185,185,0.0,100.0,103.3,200.0,2017-01-08 17:00:00
186,186,0.0,84.3908891458578,97.13,91.5347710906719,2017-01-08 18:00:00
187,187,0.0,0.0,94.28,0.0,2017-01-08 19:00:00
188,188,0.0,0.0,88.0,0.0,2017-01-08 20:00:00
189,189,0.0,0.0,79.61,0.0,2017-01-08 21:00:00
190,190,0.0,0.0,77.0,0.0,2017-01-08 22:00:00
191,191,100.0,0.0,63.55,0.0,2017-01-08 23:00:00
192,192,0.0,0.0,70.41,92.1954445729289,2017-01-09 00:00:00
193,193,0.0,0.0,68.5,92.1954445729289,2017-01-09 01:00:00
194,194,16.9304578186562,0.0,66.53,92.1954445729289,2017-01-09 02:00:00
195,195,100.0,0.0,66.49,107.804555427071,2017-01-09 03:00:00
196,196,-0.0,0.0,67.64,200.0,2017-01-09 04:00:00
197,197,-0.0,0.0,73.56,200.0,2017-01-09 05:00:00
198,198,0.0,0.0,90.8,200.0,2017-01-09 06:00:00
199,199,0.0,15.6091108541422,109.45,200.0,2017-01-09 07:00:00
200,200,0.0,0.0,102.54,183.069542181344,2017-01-09 08:00:00
201,201,0.0,0.0,109.0,183.069542181344,2017-01-09 09:00:00
202,202,0.0,0.0,101.12,183.069542181344,2017-01-09 10:00:00
203,203,0.0,0.0,91.99,183.069542181344,2017-01-09 11:00:00
204,204,0.0,0.0,87.73,183.069542181344,2017-01-09 12:00:00
205,205,0.0,0.0,84.77,183.069542181344,2017-01-09 13:00:00
206,206,0.0,0.0,83.43,183.069542181344,2017-01-09 14:00:00
207,207,0.0,0.0,88.43,183.069542181344,2017-01-09 15:00:00
208,208,0.0,0.0,98.29,183.069542181344,2017-01-09 16:00:00
209,209,0.0,100.0,117.1,183.069542181344,2017-01-09 17:00:00
210,210,0.0,68.7817782917155,108.85,74.6043132720158,2017-01-09 18:00:00
211,211,0.0,0.0,99.57,0.0,2017-01-09 19:00:00
212,212,0.0,0.0,93.04,0.0,2017-01-09 20:00:00
213,213,0.0,0.0,87.78,0.0,2017-01-09 21:00:00
214,214,-0.0,0.0,76.17,0.0,2017-01-09 22:00:00
215,215,-0.0,0.0,65.9,0.0,2017-01-09 23:00:00
216,216,-0.0,0.0,61.08,0.0,2017-01-10 00:00:00
217,217,-0.0,0.0,57.95,0.0,2017-01-10 01:00:00
218,218,-0.0,0.0,57.79,0.0,2017-01-10 02:00:00
219,219,100.0,0.0,55.85,0.0,2017-01-10 03:00:00
220,220,100.0,0.0,54.55,92.1954445729289,2017-01-10 04:00:00
221,221,0.0,0.0,58.75,184.390889145858,2017-01-10 05:00:00
222,222,0.0,0.0,71.51,184.390889145858,2017-01-10 06:00:00
223,223,0.0,0.0,83.74,184.390889145858,2017-01-10 07:00:00
224,224,0.0,31.2182217082845,85.58,184.390889145858,2017-01-10 08:00:00
225,225,0.0,0.0,84.03,150.529973508545,2017-01-10 09:00:00
226,226,0.0,0.0,71.88,150.529973508545,2017-01-10 10:00:00
227,227,0.0,0.0,64.23,150.529973508545,2017-01-10 11:00:00
228,228,0.0,0.0,60.95,150.529973508545,2017-01-10 12:00:00
229,229,0.0,0.0,59.87,150.529973508545,2017-01-10 13:00:00
230,230,35.2941176470588,0.0,56.34,150.529973508545,2017-01-10 14:00:00
231,231,0.0,0.0,57.37,183.069542181344,2017-01-10 15:00:00
232,232,0.0,0.0,66.34,183.069542181344,2017-01-10 16:00:00
233,233,0.0,100.0,77.41,183.069542181344,2017-01-10 17:00:00
234,234,0.0,68.7817782917155,72.57,74.6043132720157,2017-01-10 18:00:00
235,235,0.0,0.0,65.54,0.0,2017-01-10 19:00:00
236,236,0.0,0.0,60.75,0.0,2017-01-10 20:00:00
237,237,-0.0,0.0,54.1,0.0,2017-01-10 21:00:00
238,238,-0.0,0.0,48.61,0.0,2017-01-10 22:00:00
239,239,-0.0,0.0,42.67,0.0,2017-01-10 23:00:00
240,240,-0.0,0.0,34.45,0.0,2017-01-11 00:00:00
241,241,-0.0,0.0,33.02,0.0,2017-01-11 01:00:00
242,242,100.0,0.0,30.55,0.0,2017-01-11 02:00:00
243,243,100.0,0.0,28.7,92.1954445729289,2017-01-11 03:00:00
244,244,16.9304578186562,0.0,31.03,184.390889145858,2017-01-11 04:00:00
245,245,0.0,0.0,31.89,200.0,2017-01-11 05:00:00
246,246,0.0,0.0,37.15,200.0,2017-01-11 06:00:00
247,247,0.0,0.0,38.61,200.0,2017-01-11 07:00:00
248,248,0.0,0.0,40.06,200.0,2017-01-11 08:00:00
249,249,0.0,0.0,41.22,200.0,2017-01-11 09:00:00
250,250,0.0,0.0,40.4,200.0,2017-01-11 10:00:00
251,251,0.0,0.0,38.81,200.0,2017-01-11 11:00:00
252,252,0.0,0.0,37.84,200.0,2017-01-11 12:00:00
253,253,0.0,0.0,36.9,200.0,2017-01-11 13:00:00
254,254,0.0,0.0,36.02,200.0,2017-01-11 14:00:00
255,255,0.0,0.0,36.69,200.0,2017-01-11 15:00:00
256,256,0.0,0.0,38.96,200.0,2017-01-11 16:00:00
257,257,0.0,100.0,45.66,200.0,2017-01-11 17:00:00
258,258,0.0,84.3908891458578,41.7,91.5347710906719,2017-01-11 18:00:00
259,259,0.0,0.0,39.89,0.0,2017-01-11 19:00:00
260,260,0.0,0.0,37.93,0.0,2017-01-11 20:00:00
261,261,-0.0,0.0,33.75,0.0,2017-01-11 21:00:00
262,262,-0.0,0.0,31.15,0.0,2017-01-11 22:00:00
263,263,16.9304578186562,0.0,28.38,0.0,2017-01-11 23:00:00
264,264,0.0,0.0,31.88,15.6091108541422,2017-01-12 00:00:00
265,265,0.0,0.0,28.8,15.6091108541422,2017-01-12 01:00:00
266,266,100.0,0.0,25.49,15.6091108541422,2017-01-12 02:00:00
267,267,100.0,0.0,25.21,107.804555427071,2017-01-12 03:00:00
268,268,0.0,0.0,28.82,200.0,2017-01-12 04:00:00
269,269,0.0,0.0,29.22,200.0,2017-01-12 05:00:00
270,270,0.0,0.0,33.86,200.0,2017-01-12 06:00:00
271,271,0.0,0.0,34.1,200.0,2017-01-12 07:00:00
272,272,0.0,0.0,33.39,200.0,2017-01-12 08:00:00
273,273,0.0,0.0,34.84,200.0,2017-01-12 09:00:00
274,274,0.0,0.0,35.0,200.0,2017-01-12 10:00:00
275,275,0.0,0.0,35.0,200.0,2017-01-12 11:00:00
276,276,0.0,0.0,33.89,200.0,2017-01-12 12:00:00
277,277,0.0,0.0,30.74,200.0,2017-01-12 13:00:00
278,278,0.0,0.0,30.66,200.0,2017-01-12 14:00:00
279,279,-0.0,0.0,30.51,200.0,2017-01-12 15:00:00
280,280,0.0,0.0,36.05,200.0,2017-01-12 16:00:00
281,281,0.0,100.0,43.32,200.0,2017-01-12 17:00:00
282,282,0.0,84.3908891458578,38.76,91.5347710906719,2017-01-12 18:00:00
283,283,0.0,0.0,35.57,0.0,2017-01-12 19:00:00
284,284,-0.0,0.0,31.39,0.0,2017-01-12 20:00:00
285,285,-0.0,0.0,30.09,0.0,2017-01-12 21:00:00
286,286,-0.0,0.0,27.98,0.0,2017-01-12 22:00:00
287,287,-0.0,0.0,26.34,0.0,2017-01-12 23:00:00
288,288,-0.0,0.0,21.75,0.0,2017-01-13 00:00:00
289,289,-0.0,0.0,20.36,0.0,2017-01-13 01:00:00
290,290,100.0,0.0,19.64,0.0,2017-01-13 02:00:00
291,291,100.0,0.0,19.58,92.1954445729289,2017-01-13 03:00:00
292,292,16.9304578186562,0.0,19.93,184.390889145858,2017-01-13 04:00:00
293,293,-0.0,0.0,22.27,200.0,2017-01-13 05:00:00
294,294,0.0,0.0,27.94,200.0,2017-01-13 06:00:00
295,295,0.0,0.0,32.38,200.0,2017-01-13 07:00:00
296,296,0.0,0.0,33.5,200.0,2017-01-13 08:00:00
297,297,0.0,0.0,33.6,200.0,2017-01-13 09:00:00
298,298,0.0,0.0,33.15,200.0,2017-01-13 10:00:00
299,299,0.0,0.0,33.32,200.0,2017-01-13 11:00:00
300,300,0.0,0.0,31.36,200.0,2017-01-13 12:00:00
301,301,0.0,0.0,31.26,200.0,2017-01-13 13:00:00
302,302,-0.0,0.0,31.51,200.0,2017-01-13 14:00:00
303,303,-0.0,0.0,31.79,200.0,2017-01-13 15:00:00
304,304,0.0,0.0,38.33,200.0,2017-01-13 16:00:00
305,305,0.0,100.0,50.64,200.0,2017-01-13 17:00:00
306,306,0.0,84.3908891458578,47.13,91.5347710906719,2017-01-13 18:00:00
307,307,0.0,0.0,42.99,0.0,2017-01-13 19:00:00
308,308,0.0,0.0,38.86,0.0,2017-01-13 20:00:00
309,309,0.0,0.0,36.44,0.0,2017-01-13 21:00:00
310,310,16.9304578186562,0.0,32.36,0.0,2017-01-13 22:00:00
311,311,100.0,0.0,28.8,15.6091108541422,2017-01-13 23:00:00
312,312,0.0,0.0,35.93,107.804555427071,2017-01-14 00:00:00
313,313,0.0,0.0,34.5,107.804555427071,2017-01-14 01:00:00
314,314,0.0,0.0,33.25,107.804555427071,2017-01-14 02:00:00
315,315,100.0,0.0,32.04,107.804555427071,2017-01-14 03:00:00
316,316,0.0,0.0,32.67,200.0,2017-01-14 04:00:00
317,317,-0.0,0.0,33.09,200.0,2017-01-14 05:00:00
318,318,0.0,0.0,39.01,200.0,2017-01-14 06:00:00
319,319,0.0,0.0,40.0,200.0,2017-01-14 07:00:00
320,320,0.0,0.0,42.28,200.0,2017-01-14 08:00:00
321,321,0.0,0.0,48.16,200.0,2017-01-14 09:00:00
322,322,0.0,15.6091108541422,50.34,200.0,2017-01-14 10:00:00
323,323,0.0,0.0,48.84,183.069542181344,2017-01-14 11:00:00
324,324,0.0,0.0,48.16,183.069542181344,2017-01-14 12:00:00
325,325,0.0,0.0,42.44,183.069542181344,2017-01-14 13:00:00
326,326,0.0,0.0,40.55,183.069542181344,2017-01-14 14:00:00
327,327,18.3636598284026,0.0,39.38,183.069542181344,2017-01-14 15:00:00
328,328,0.0,0.0,45.95,200.0,2017-01-14 16:00:00
329,329,0.0,100.0,54.26,200.0,2017-01-14 17:00:00
330,330,0.0,84.3908891458578,51.27,91.5347710906719,2017-01-14 18:00:00
331,331,0.0,0.0,48.62,0.0,2017-01-14 19:00:00
332,332,0.0,0.0,44.73,0.0,2017-01-14 20:00:00
333,333,-0.0,0.0,41.7,0.0,2017-01-14 21:00:00
334,334,-0.0,0.0,39.84,0.0,2017-01-14 22:00:00
335,335,-0.0,0.0,37.49,0.0,2017-01-14 23:00:00
336,336,-0.0,0.0,33.21,0.0,2017-01-15 00:00:00
337,337,-0.0,0.0,32.89,0.0,2017-01-15 01:00:00
338,338,16.9304578186562,0.0,29.3,0.0,2017-01-15 02:00:00
339,339,100.0,0.0,28.62,15.6091108541422,2017-01-15 03:00:00
340,340,100.0,0.0,28.64,107.804555427071,2017-01-15 04:00:00
341,341,-0.0,0.0,29.48,200.0,2017-01-15 05:00:00
342,342,-0.0,0.0,30.67,200.0,2017-01-15 06:00:00
343,343,0.0,0.0,32.37,200.0,2017-01-15 07:00:00
344,344,0.0,0.0,35.04,200.0,2017-01-15 08:00:00
345,345,0.0,0.0,39.14,200.0,2017-01-15 09:00:00
346,346,0.0,0.0,38.14,200.0,2017-01-15 10:00:00
347,347,0.0,0.0,36.65,200.0,2017-01-15 11:00:00
348,348,0.0,0.0,37.05,200.0,2017-01-15 12:00:00
349,349,0.0,0.0,36.09,200.0,2017-01-15 13:00:00
350,350,0.0,0.0,33.67,200.0,2017-01-15 14:00:00
351,351,-0.0,0.0,33.27,200.0,2017-01-15 15:00:00
352,352,0.0,0.0,39.68,200.0,2017-01-15 16:00:00
353,353,0.0,100.0,53.12,200.0,2017-01-15 17:00:00
354,354,0.0,84.3908891458578,48.17,91.5347710906719,2017-01-15 18:00:00
355,355,0.0,0.0,44.97,0.0,2017-01-15 19:00:00
356,356,0.0,0.0,41.51,0.0,2017-01-15 20:00:00
357,357,0.0,0.0,38.47,0.0,2017-01-15 21:00:00
358,358,-0.0,0.0,34.32,0.0,2017-01-15 22:00:00
359,359,-0.0,0.0,32.04,0.0,2017-01-15 23:00:00
360,360,-0.0,0.0,31.21,0.0,2017-01-16 00:00:00
361,361,-0.0,0.0,29.98,0.0,2017-01-16 01:00:00
362,362,16.9304578186562,0.0,28.99,0.0,2017-01-16 02:00:00
363,363,100.0,0.0,27.72,15.6091108541422,2017-01-16 03:00:00
364,364,100.0,0.0,28.47,107.804555427071,2017-01-16 04:00:00
365,365,-0.0,0.0,31.36,200.0,2017-01-16 05:00:00
366,366,0.0,0.0,36.84,200.0,2017-01-16 06:00:00
367,367,0.0,0.0,37.65,200.0,2017-01-16 07:00:00
368,368,0.0,0.0,41.41,200.0,2017-01-16 08:00:00
369,369,0.0,15.6091108541422,44.89,200.0,2017-01-16 09:00:00
370,370,0.0,0.0,43.88,183.069542181344,2017-01-16 10:00:00
371,371,0.0,0.0,41.19,183.069542181344,2017-01-16 11:00:00
372,372,0.0,0.0,39.42,183.069542181344,2017-01-16 12:00:00
373,373,0.0,0.0,38.13,183.069542181344,2017-01-16 13:00:00
374,374,0.0,0.0,36.86,183.069542181344,2017-01-16 14:00:00
375,375,18.3636598284026,0.0,35.6,183.069542181344,2017-01-16 15:00:00
376,376,0.0,0.0,42.83,200.0,2017-01-16 16:00:00
377,377,0.0,100.0,55.45,200.0,2017-01-16 17:00:00
378,378,0.0,84.3908891458578,51.79,91.5347710906719,2017-01-16 18:00:00
379,379,0.0,0.0,47.96,0.0,2017-01-16 19:00:00
380,380,-0.0,0.0,42.11,0.0,2017-01-16 20:00:00
381,381,-0.0,0.0,37.9,0.0,2017-01-16 21:00:00
382,382,-0.0,0.0,33.87,0.0,2017-01-16 22:00:00
383,383,-0.0,0.0,31.23,0.0,2017-01-16 23:00:00
384,384,0.0,0.0,31.78,0.0,2017-01-17 00:00:00
385,385,-0.0,0.0,29.46,0.0,2017-01-17 01:00:00
386,386,100.0,0.0,28.23,0.0,2017-01-17 02:00:00
387,387,100.0,0.0,27.69,92.1954445729289,2017-01-17 03:00:00
388,388,16.9304578186562,0.0,28.63,184.390889145858,2017-01-17 04:00:00
389,389,-0.0,0.0,31.05,200.0,2017-01-17 05:00:00
390,390,0.0,0.0,39.42,200.0,2017-01-17 06:00:00
391,391,0.0,0.0,41.49,200.0,2017-01-17 07:00:00
392,392,0.0,0.0,44.89,200.0,2017-01-17 08:00:00
393,393,0.0,0.0,45.43,200.0,2017-01-17 09:00:00
394,394,0.0,0.0,51.12,200.0,2017-01-17 10:00:00
395,395,0.0,15.6091108541422,53.2,200.0,2017-01-17 11:00:00
396,396,0.0,0.0,44.01,183.069542181344,2017-01-17 12:00:00
397,397,0.0,0.0,43.56,183.069542181344,2017-01-17 13:00:00
398,398,0.0,0.0,39.42,183.069542181344,2017-01-17 14:00:00
399,399,18.3636598284026,0.0,39.08,183.069542181344,2017-01-17 15:00:00
400,400,0.0,0.0,42.91,200.0,2017-01-17 16:00:00
401,401,0.0,84.3908891458578,55.09,200.0,2017-01-17 17:00:00
